On GBIF,South Africa records,Comments,Source,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,SubSpecies,Taxon,Scientific name and authority,Origin,Endemism,Conservation status,Former scientific names
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,gilliesi,,Afronurus gilliesi,"Afronurus gilliesi Corbet, 1962",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,harrisoni,,Afronurus harrisoni,"Afronurus harrisoni Barnard, 1932",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,muehlenbergi,,Afronurus muehlenbergi,"Afronurus muehlenbergi Puthz, 1971",Native,Unknown,Not evaluated,"Ecdyurus peringueyi Esben-Petersen, 1913 (orig.); Afronurus peringueyi Lestage, 1924 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,negi,,Afronurus negi,"Afronurus negi Cornert, 1960",Native,Unknown,Not evaluated,"Adenophlebia collarti Navàs, 1930 (orig.); Afronurus collarti Demoulin, 1970 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,oliffi,,Afronurus oliffi,"Afronurus oliffi Schoonbee, 1968",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,peringueyi,,Afronurus peringueyi,"Afronurus peringueyi (Esben-Petersen, 1913) ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,pulcher,,Afronurus pulcher,"Afronurus pulcher Ulmer, 1930",Native,Unknown,Not evaluated,"Adenophlebia bequaerti Navás, 1930 (orig.); Adenophlebia eatoni Navás, 1931 (syn.); Adenophlebia inflexa Navás, 1932 (syn.);  Notonurus cooperi Crass, 1947 (syn.); Notonurus bequaerti Demoulin, 1956 (comb.) ; Compsoneuriella bequaerti Gillies, 1963 (comb.); Notonurus bequaerti Demoulin, 1970 (comb.) ; Compsoneuriella bequaerti Gillies, 1984 (comb.); Compsoneuria bequaerti Braasch & Soldàn, 1986 (comb.) ; Thalerosphyrus bequaerti McCafferty, 2003 (comb.); Compsoneuria bequaerti Webb, Braasch & McCafferty, 2006 (comb.); Notonurus bequaerti Vuataz, Sartori, Gattolliat & Monaghan, 2013"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,scotti,,Afronurus scotti,"Afronurus scotti Schoonbee, 1968 ",Native,Unknown,Not evaluated,"Thalerosphyrus matitensis Sartori & Elouard, 1996 (orig.); Notonurus matitensis Vuataz, Sartori, Gattolliat & Monaghan, 2013(comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Afronurus,subflavus,,Afronurus subflavus,"Afronurus subflavus Kopelke, 1980",Native,Unknown,Not evaluated,"Afronurus njalensis Kimmins, 1937 (orig.); Notonurus njalensis Demoulin, 1956 (comb.); Compsoneuriella njalensis Gillies, 1963 (comb.); Notonurus njalensis Demoulin, 1970 (comb.); Compsoneuriella njalensis Gillies, 1984 (comb.); Compsoneuria njalensis Braasch & Soldàn, 1986 (comb.); Thalerosphyrus njalensis de Moor, Barber-James, Harrison & Lugo-Ortiz, 2000 (comb.); Thalerosphyrus njalensis McCafferty, 2003 (comb.) (official combination); Compsoneuria njalensis Webb, Braasch & McCafferty, 2006 (comb.); Notonurus njalensis Vuataz, Sartori, Gattolliat & Monaghan, 2013 (comb.)"
No,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,bequaerti,,Notonurus bequaerti,"Notonurus bequaerti (Navás,1930)",Native,Unknown,Not evaluated,"Adenophlebia sinuosa Navás, 1931 (orig.); Notonurus sinuosus Demoulin, 1970 (comb.); Compsoneuriella sinuosus Gillies, 1984 (comb.); Compsoneuria sinuosus Braasch & Soldàn, 1986 (comb.); Thalerosphyrus sinuosus McCafferty, 2003 (comb.); Compsoneuria sinuosus Webb, Braasch & McCafferty, 2006 (comb.); Notonurus sinuosus Vuataz, Sartori, Gattolliat & Monaghan, 2013(comb.)"
Yes,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,matitensis,,Notonurus matitensis,"Notonurus matitensis (Sartori & Elouard, 1996)",Native,Unknown,Not evaluated,"Adenophlebia tortinervis Navás, 1930 (orig.); Notonurus tortinervis Demoulin, 1956 (comb.); Compsoneuriella tortinervis Gillies, 1963 (comb.); Notonurus tortinervis Demoulin, 1970 (comb.); Compsoneuriella tortinervis Gillies, 1984 (comb.); Compsoneuria tortinervis Braasch & Soldàn, 1986 (comb.); Thalerosphyrus tortinervis de Moor, Barber-James, Harrison & Lugo-Ortiz, 2000 (comb.); Thalerosphyrus tortinervis McCafferty, 2003 (comb.) ; Compsoneuria tortinervis Webb, Braasch & McCafferty, 2006 (comb.); Notonurus tortinervis Vuataz, Sartori, Gattolliat & Monaghan, 2013(comb.)"
No,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,njalensis,,Notonurus njalensis,"Notonurus njalensis (Kimmins, 1937) ",Native,Unknown,Not evaluated,
No,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,sinuosus,,Notonurus sinuosus,"Notonurus sinuosus (Navás, 1931)",Native,Unknown,Not evaluated,"Leptophlebia auriculata Eaton, 1871 (orig.); Adenophlebia auriculata Barnard, 1932 (comb.)"
No,Unknown,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,tortinervis,,Notonurus tortinervis,"Notonurus tortinervis (Navás, 1930)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae ,Notonurus,,,Notonurus ,"Notonurus Crass, 1947 ",Native,Unknown,Not evaluated,"Ephemera dislocans Walker, 1860 (orig.); Leptophlebia dislocans Eaton, 1871 (comb.); Adenophlebia dislocans Eaton, 1881 (comb.); Adenophlebia westermanni Esben-Petersen, 1913 (syn.); Esbenophlebia westermanni Lestage, 1924 (comb., syn.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,auriculata,,Adenophlebia auriculata,"Adenophlebia auriculata (Eaton, 1871)",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,burgeoni,,Adenophlebia burgeoni,Adenophlebia burgeoni Navas. 1929,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,dislocans,,Adenophlebia dislocans,"Adenophlebia dislocans (Walker, 1860) ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,infuscata,,Adenophlebia infuscata,"Adenophlebia infuscata Navás, 1936",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,peringueyella,,Adenophlebia peringueyella,Adenophlebia peringueyella Lestage 1924 ,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,sylvatica,,Adenophlebia sylvatica,Adenophlebia sylvatica Crass 1947,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebia,,,Adenophlebia ,"Adenophlebia Eaton, 1881 ",Native,Unknown,Not evaluated,"Adenophlebia decora Navás, 1931 (orig.); Adenophlebiodes decorata Marlier, 1958 (comb.); Adenophlebiodes decoratus Elouard-Hideux & Elouard, 1990 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,adrieni,,Adenophlebiodes adrieni,"Adenophlebiodes adrieni Elouard-Hideux & Elouard, 1991",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,callasae,,Adenophlebiodes callasae,"Adenophlebiodes callasae Elouard-Hideux & Elouard, 1991",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,decoratus,,Adenophlebiodes decoratus,"Adenophlebiodes decoratus (Navás, 1931)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,masonella,,Adenophlebiodes masonella,"Adenophlebiodes masonella Agnew, 1961",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,massirius,,Adenophlebiodes massirius,"Adenophlebiodes massirius Elouard-Hideux & Elouard, 1991",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,ornata,,Adenophlebiodes ornata,"Adenophlebiodes ornata Ulmer, 1916",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,rubeus,,Adenophlebiodes rubeus,"Adenophlebiodes rubeus Elouard-Hideux & Elouard, 1991",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Adenophlebiodes,,,Adenophlebiodes ,"Adenophlebiodes Ulmer, 1924 ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,argus,,Aprionyx argus,"Aprionyx argus Barnard, 1940",Native,Unknown,Not evaluated,"Atalophlebia tabularis Esben-Petersen 1913 (nec. Eaton 1884) (orig.); Atalophlebia natalica Lestage, 1924 (comb., renam., hom.);  Aprionyx natalica Barnard, 1932 (comb.); Aprionyx natalicus Demoulin, 1970 (spell.); "
No,Yes,,,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,harrisoni,,Aprionyx harrisoni,,Native,Unknown,Not evaluated,Atalophlebia pellucida Esben-Petersen 1920 (orig.); Aprionyx pellucidulus Barnard 1932 (comb.)
Yes,Yes,,,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,intermedius,,Aprionyx intermedius,,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,natalica,,Aprionyx natalica,"Aprionyx natalicus (Lestage, 1924) ",Native,Unknown,Not evaluated,"Atalophlebia peterseni Lestage, 1924 (orig.); Aprionyx peterseni Barnard, 1932 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,pellucidulus,,Aprionyx pellucidulus,Aprionyx pellucidulus (Esben-Petersen),Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,peterseni,,Aprionyx peterseni,"Aprionyx peterseni (Lestage, 1924) ",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,rubicundus,,Aprionyx rubicundus,,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,tabularis,,Aprionyx tabularis,"Aprionyx tabularis (Eaton, 1884)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,tricuspidatus,,Aprionyx tricuspidatus,"Aprionyx tricuspidatus Crass, 1947 ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Aprionyx,,,Aprionyx ,"Aprionyx Barnard, 1932",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Castanophlebia,albicauda,,Castanophlebia albicauda,"Castanophlebia albicauda Barnard, 1940",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Castanophlebia,calida,,Castanophlebia calida,"Castanophlebia calida Barnard, 1932 ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Castanophlebia,,,Castanophlebia ,"Castanophlebia Barnard, 1932 ",Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,elegans,,Choroterpes elegans,,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,ndebele,,Choroterpes ndebele,"Choroterpes ndebele Agnew, 1962",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,nigrescens,,Choroterpes nigrescens,"Choroterpes nigrescens Barnard, 1932 ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,,,Choroterpes ,"Choroterpes Eaton, 1881 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,arabica,,Euthraulus arabica,"Euthraulus arabica Sartori & Gillies, 1990",Native,Unknown,Not evaluated,"Choroterpes elegans Peters & Edmunds, 1964 (orig.); Euthraulus elegans McCafferty & de Moor, 1995 (comb.)"
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,bugandensis,,Euthraulus bugandensis,"Euthraulus bugandensis Kimmins, 1956",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,curtus,,Euthraulus curtus,"Euthraulus curtus Kimmms, 1956",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,elegans,,Euthraulus elegans,"Euthraulus elegans Barnard, 1932",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,magnaculata,,Euthraulus magnaculata,"Euthraulus magnaculata Kopelke, 1980",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,starmuehlneri,,Euthraulus starmuehlneri,"Euthraulus starmuehlneri Peters, 1980 ",Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,tropicalis,,Euthraulus tropicalis,"Euthraulus tropicalis Gillies, 1957",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,usambarae,,Euthraulus usambarae,"Euthraulus usambarae Gillies, 1957",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Euthraulus,,,Euthraulus ,"Euthraulus Barnard, 1932 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Fulleta,dentata,,Fulleta dentata,"Fulleta dentata Navás, 1930",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Fulleta,,,Fulleta ," Fulleta Navás, 1930",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Fulletomimus,marlieri,,Fulletomimus marlieri,"Fulletomimus marlieri Demoulin, 1956",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Fulletomimus,,,Fulletomimus ,"Fulletomimus Demoulin, 1956",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hagenulodes,braueri,,Hagenulodes braueri,"Hagenulodes braueri Ulmer, 1920 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hagenulodes,,,Hagenulodes ,,Native,Unknown,Not evaluated,"Adenophlebiodes patriciae Agnew, 1962 (orig.); Hyalophlebia patriciae McCafferty & de Moor, 1995 (comb.)"
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hyalophlebia,demoulini,,Hyalophlebia demoulini,"Hyalophlebia demoulini (Kimmins, I960)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hyalophlebia,dentifera,,Hyalophlebia dentifera,"Hyalophlebia dentifera (Navás, 1930)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hyalophlebia,patriciae,,Hyalophlebia patriciae,"Hyalophlebia patriciae (Agnew, 1962)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hyalophlebia,seydeli,,Hyalophlebia seydeli,"Hyalophlebia seydeli (Navás, 1930)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hyalophlebia,,,Hyalophlebia ,"Hyalophlebia Demoulin, 1955 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Maheathraulus,scotti,,Maheathraulus scotti,Maheathraulus scotti (Eaton. 1913),Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Maheathraulus,,,Maheathraulus , ,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Nesophlebia,adusta,,Nesophlebia adusta,"Nesophlebia adusta Peters & Edmunds, 1964 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Nesophlebia,,,Nesophlebia , ,Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Petersophlebia,inequalis,,Petersophlebia inequalis,"Petersophlebia inequalis (Demoulm, 1955) ",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Petersophlebia,insularm,,Petersophlebia insularm,"Petersophlebia insularm Demoulin, 1973 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Petersophlebia,,,Petersophlebia , ,Native,Unknown,Not evaluated,"Hagenulus fasciata Kimmins, 1956 (orig.); Marsharikella fasciata Peters, Gillies & Edmunds, 1964 (comb.); Thraulus fasciatus Peters & Edmunds, 1970 (comb.)"
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Polythelais,digitata,,Polythelais digitata,"Potythelais digitata Demoulin, 1973",Native,Unknown,Not evaluated,"Marsharikella torrentis Gillies, 1964 (orig.); Thraulus torrentis Peters & Edmunds, 1970 (comb.)"
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Polythelais,,,Polythelais ,,Native,Unknown,Not evaluated,"Hagenulus turbinatus Ulmer, 1909 (orig.); Marsharikella turbinata Peters, Gillies & Edmunds, 1964 (comb.); Thraulus turbinatus Peters & Edmunds, 1970 (comb.)"
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Thraulus,fasciatus,,Thraulus fasciatus,"Thraulus fasciatus (Kimmins, 1956)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Thraulus,torrentis,,Thraulus torrentis,"Thraulus torrentis (Gillies, 1964)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Thraulus,turbinatus,,Thraulus turbinatus,"Thraulus turbinatus (Ulmer, 1909)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Ulmerophlebia,succinea,,Ulmerophlebia succinea,"Ulmerophlebia succinea Demoulin, 1955 ",Native,Unknown,Not evaluated,"Tricorythus maculatus Kimmins, 1949 (orig.); Machadorythus palaquim Demoulin, 1959 (syn.); Machadorythus maculatus Elouard & Gillies, 1989 (comb.)"
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Ulmerophlebia,variegata,,Ulmerophlebia variegata,"Ulmerophlebia variegata Demoulin, 1955 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,,,,Leptophlebiidae, ,Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Machadorythidae,Machadorythus,maculatus,,Machadorythus maculatus,"Machadorythus maculatus (Kimmins, 1949) ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Machadorythidae,Machadorythus,,,Machadorythus ,"Machadorythus Demoulin, 1959",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,candida,,Elassoneuria candida,"Elassoneuria candida Eaton, 1913",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,disneyi,,Elassoneuria disneyi,Elassoneuria disneyi Gillies. 1974,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,grandis,,Elassoneuria grandis,"Elassoneuria grandis Gillies, 1974",Native,Unknown,Not evaluated,"Oligoneuria trimeniana McLachlan 1868 (orig.); Elassoneuria trimeniana Eaton, 1881 (comb.); Elassoneuria congolana Navàs, 1911 (syn.) Rapids, Congo River (DRC)"
No,Unknown,,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,insulicola,,Elassoneuria insulicola,"Elassoneuna insulicola Demoulin, 1966",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,kidahi,,Elassoneuria kidahi,"Elassoneuna kidahi Gillies, 1974",Native,Unknown,Not evaluated,"Oligoneuria dobbsi Eaton, 1912 (orig.); Oligoneuriella dobbsi Ulmer, 1924 (comb.); Oligoneuriella grandevea Navàs, 1936 (syn.); Oligoneuriopsis grandevea Demoulin, 1965 (comb.,syn.); Oligoneuriopsis dobbsi Kimmins, 1960 (comb.)"
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,trimeniana,,Elassoneuria trimeniana,"Elassoneuria trimeniana (McLachlan, 1868)",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Elassoneuria,,,Elassoneuria ,"Elassoneuria Eaton, 1881 ",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuriopsis,dobbsi,,Oligoneuriopsis dobbsi,"Oligoneuriopsis dobbsi (Eaton, 1912) ",Native,Unknown,Not evaluated,
Yes,Yes,,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuriopsis,elisabethae,,Oligoneuriopsis elisabethae,"Oligoneuriopsis elisabethae Agnew, 1973",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,Helen James,Species,Animalia,Arthropoda,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuriopsis,jessicae,,Oligoneuriopsis jessicae,"Oligoneuriopsis jessicae Agnew, 1973",Native,Unknown,Not evaluated,
