On GBIF,South Africa records,Comments,Source,Taxon Rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,SubSpecies,Taxon,Scientific name and authority,Origin,Endemism,Conservation status,Former scientific names
Yes,Yes,,,Phylum,Animalia,Arthropoda,,,,,,,Arthropoda,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Bryozoa,Phylactolaemata,,Plumatellidae,Plumatella,,,Plumatella ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Phylum,Animalia,Bryozoa,,,,,,,Bryozoa,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,,,Hydra ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,,,,Hydridae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,sowerbii,,Craspedacusta sowerbii,"Craspedacusta sowerbii (Lankester, 1880)",Native,Unknown,Not evaluated,
No,Unknown,,WRC guides,Species,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Ostromovia,inkermanica,,Ostromovia inkermanica,"Ostromovia inkermanica (Paltschikova-Ostromowa, 1925)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Class,Animalia,Cnidaria,Hydrozoa,,,,,,Hydrozoa,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Phylum,Animalia,Cnidaria,,,,,,,Cnidaria,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Unionida,Etheriidae,Etheria,elliptica,,Etheria elliptica,"Etheria elliptica Lamarck, 1807",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Bivalvia,Unionida,Etheriidae,Etheria,,,Etheria ,"Etheria Lamarck, 1807",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Unionida,Iridinidae,Chambardia,petersi,,Chambardia petersi,"Chambardia petersi (Martens, 1860)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Unionida,Iridinidae,Chambardia,wahlbergi,,Chambardia wahlbergi,"Chambardia wahlbergi  (Krauss, 1848)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Bivalvia,Unionida,Iridinidae,Chambardia,,,Chambardia ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Unio,,,Unio ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,,,,Unionidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,africana,,Corbicula africana,"Corbicula africana (F.Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,astartina,,Corbicula astartina,"Corbicula astartina Martens, 1860",Native,Widespread,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,fluminalis,,Corbicula fluminalis,"Corbicula fluminalis (Müller, 1774)   ",Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,,,Corbicula ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,,,,Cyrenidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Eupera,ferruginea,,Eupera ferruginea,"Eupera ferruginea (Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Eupera,,,Eupera ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,casertanum,,Pisidium casertanum,"Pisidium casertanum (Poli, 1791)",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,costulosum,,Pisidium costulosum,"Pisidium costulosum Connolly, 1931",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,georgeanum,,Pisidium georgeanum,"Pisidium georgeanum Kuiper, 1952",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,harrisoni,,Pisidium harrisoni,"Pisidium harrisoni Kuiper, 1964",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,langleyanum,,Pisidium langleyanum,"Pisidium langleyanum Melvill & Ponsonby, 1891 ",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,ovampicum,,Pisidium ovampicum,"Pisidium ovampicum Ancey, 1890",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,pirothi,,Pisidium pirothi,"Pisidium pirothi Jickeli, 1881",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,reticulatum,,Pisidium reticulatum,"Pisidium reticulatum Kuiper, 1966",Native,Unknown,Not evaluated,
Yes,Yes,United States,Biobase,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,sphaericum,,Pisidium sphaericum,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Pisidium,,,Pisidium ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Sphaerium,capense,,Sphaerium capense,"Sphaerium capense (Krauss, 1848)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Sphaerium,incomitatum,,Sphaerium incomitatum,"Sphaerium incomitatum (Kuiper, 1966)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,Sphaerium,,,Sphaerium ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Mollusca,Bivalvia,Venerida,Sphaeriidae,,,,Sphaeriidae,,Native,Unknown,Not evaluated,
Yes,Yes,,SANBI-EOL,Species,Animalia,Mollusca,Bivalvia,Venerida,Unionidae,Cafferia,caffra ,,Cafferia caffra,"Cafferia caffra (Krauss, 1848)",Native,Regional endemic level 1,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Unionidae,Coelatura,framesi,,Coelatura framesi,"Coelatura framesi (Connolly, 1925)",Native,Widespread,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Bivalvia,Venerida,Unionidae,Coelatura,,,Coelatura ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Bivalvia,Venerida,Unionidae,Unio,caffer,,Unio caffer,"Unio caffer  (Krauss, 1848)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,Biobase,Order,Animalia,Mollusca,Bivalvia,,,,,,Bivalvia,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Lanistes,ovum,,Lanistes ovum,"Lanistes ovum Peters, 1845",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Lanistes,,,Lanistes ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pila,,,Pila , ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,Pomacea,,,Pomacea ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Architaenioglossa,Ampullariidae,,,,Ampullariidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Bellamya,capillata,,Bellamya capillata,"Bellamya capillata (Frauenfeld, 1865)",Native,Regional endemic level 1,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Bellamya,,,Bellamya , ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,,,,Viviparidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Neritina,natalensis,,Neritina natalensis,"Neritina natalensis Reeve, 1855",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Neritina,,,Neritina , ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Septaria,borbonica,,Septaria borbonica,"Septaria borbonica (Bory de St Vincent, 1803)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Septaria,tessellaria,,Septaria tessellaria,"Septaria tessellaria  (Lamarck, 1816)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Septaria,,,Septaria , ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,,,,Neritidae, ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Auriculastra,radiolata,,Auriculastra radiolata,"Auriculastra radiolata (Morelet, 1860)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Auriculastra,,,Auriculastra ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Cassidula,labrella,,Cassidula labrella,"Cassidula labrella (Deshayes, 1830)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Cassidula,,,Cassidula ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Melampus,semiaratus,,Melampus semiaratus,"Melampus semiaratus Connolly, 1912",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,Melampus,,,Melampus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Ellobiida,Ellobiidae,,,,Ellobiidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Assiminea,ovata,,Assiminea ovata,"Assiminea ovata (Krauss, 1848)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Assimineidae,Assiminea,,,Assiminea ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Assimineidae,,,,Assimineidae,,Native,Unknown,Not evaluated,
Yes,Unknown,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,Gabiella,kisalensis,,Gabiella kisalensis,"Gabiella kisalensis  (Pilsbry & Bequaert, 1927)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,Gabiella,,,Gabiella ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bithyniidae,,,,Bithyniidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,,,,Hydrobiidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,intermedia,,Littoraria intermedia,"Littoraria intermedia (Philippi, 1846)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,subvittata,,Littoraria subvittata,"Littoraria subvittata  Reid, 1986",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littoraria,,,Littoraria , ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,,,Littorinidae, ,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Family,Animalia,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,,,,Pomatiopsidae,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,alabastrina,,Tomichia alabastrina,"Tomichia alabastrina Morelet, 1889",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,cawstoni,,Tomichia cawstoni,"Tomichia cawstoni Connolly, 1939",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,differens,,Tomichia differens,"Tomichia differens Connolly, 1939",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,natalensis,,Tomichia natalensis,"Tomichia natalensis Connolly, 1939",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,rogersi,,Tomichia rogersi,"Tomichia rogersi (Connolly, 1939)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,tristis,,Tomichia tristis,"Tomichia tristis (Morelet, 1889)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,ventricosa,,Tomichia ventricosa,"Tomichia ventricosa  (Reeve, 1842)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,zwellendamensis,,Tomichia zwellendamensis,"Tomichia zwellendamensis (Küster, 1852-3)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tomichiidae,Tomichia,,,Tomichia ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,africanus,,Bulinus africanus,"Bulinus africanus (F.Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,depressus,,Bulinus depressus,"Bulinus depressus Haas, 1936",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,forskalii,,Bulinus forskalii,"Bulinus forskalii (Ehrenberg, 1831)",Native,Widespread,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,globosus,,Bulinus globosus,"Bulinus globosus (Morelet, 1866)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,natalensis,,Bulinus natalensis,"Bulinus natalensis (Küster, 1841)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,reticulatus,,Bulinus reticulatus,"Bulinus reticulatus Mandahl-Barth, 1954",Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,stigosus,,Bulinus stigosus,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,tropicus,,Bulinus tropicus,"Bulinus tropicus (F.Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Bulinidae,Bulinus,,,Bulinus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Oxyloma,patentissima,,Oxyloma patentissima,"Oxyloma patentissima (L.Pfeiffer, 1853)",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,Stylommatophora,Succineidae,Succinea,,,Succinea ,,Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,brunnea,,Burnupia brunnea,"Burnupia brunnea Walker, 1924",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,caffra,,Burnupia caffra,"Burnupia caffra (Krauss, 1848)",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,capensis,,Burnupia capensis,"Burnupia capensis (Walker, 1912)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,farquhari,,Burnupia farquhari,"Burnupia farquhari (B.Walker, 1912)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,gordonensis,,Burnupia gordonensis,"Burnupia gordonensis (Melvill & Ponsonby, 1903)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,mooensis,,Burnupia mooiensis,"Burnupia mooiensis (Walker, 1912)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,nana,,Burnupia nana,"Burnupia nana (Walker, 1912)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,obtusata,,Burnupia obtusata,"Burnupia obtusata Walker, 1926",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,ponsonbyi,,Burnupia ponsonbyi,"Burnupia ponsonbyi Walker, 1924",Native,Unknown,Not evaluated,
No,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,stenchorias,,Burnupia stenchorias,"Burnupia stenchorias (Mellvill & Ponsonby, 1903)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,transvaalensis,,Burnupia transvaalensis,"Burnupia transvaalensis (Craven, 1880)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,trapezoidea,,Burnupia trapezoidea,"Burnupia trapezoidea (Boettger, 1910)",Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,verreauxi,,Burnupia verreauxi,"Burnupia verreauxi (Bourguignat, 1853)",Native,Unknown,Not evaluated,
Yes,Unknown,No coordinates in GBIF records,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,vulcanus,,Burnupia vulcanus,"Burnupia vulcanus Walker, 1924",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Burnupiidae,Burnupia,,,Burnupia ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,columella,,Lymnaea columella,"Lymnaea columella Say, 1817",Non-native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,natalensis,,Lymnaea natalensis,"Lymnaea natalensis (Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,truncatula,,Lymnaea truncatula,"Lymnaea truncatula (Müller, 1774)",Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Lymnaeidae,Lymnaea,,,Lymnaea ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Mollusca,Gastropoda,,Lymnaeidae,,,,Lymnaeidae,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Physidae,Aplexa,marmorata,,Aplexa marmorata,"Aplexa marmorata (Guilding, 1828)",Non-native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,,Physidae,Aplexa,,,Aplexa ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Physidae,Physa,acuta,,Physa acuta,"Physa acuta Draparnaud, 1805",Non-native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Physidae,Physa,,,Physa ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Family,Animalia,Mollusca,Gastropoda,,Physidae,,,,Physidae,,Native,Unknown,Not evaluated,
,,,Biobase,Family,Animalia,Mollusca,Gastropoda,,Ancylidae,,,,Ancylidae,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Planorbidae,Ancylus,,,Ancylus ,,Native,Unknown,Not evaluated,
No,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Planorbidae,Anisus,natalensis,,Anisus natalensis,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Planorbidae,Anisus,,,Anisus ,,Native,Unknown,Not evaluated,
Yes,Yes,,Biobase,Species,Animalia,Mollusca,Gastropoda,,Planorbidae,Biomphalaria,pfeifferi,,Biomphalaria pfeifferi,"Biomphalaria pfeifferi (F.Krauss, 1848)",Native,Widespread,Not evaluated,
Yes,Yes,,Biobase,Genus,Animalia,Mollusca,Gastropoda,,Planorbidae,Biomphalaria,,,Biomphalaria ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Genus,Animalia,Mollusca,Gastropoda,,Planorbidae,Ceratophallus,,,Ceratophallus ,,Native,Unknown,Not evaluated,
Yes,Yes,,WRC guides,Species,Animalia,Mollusca,Gastropoda,,Planorbidae,Pettancylus,burnupi,,Ferrissia burnupi,"Ferrissia burnupi (Walker, 1912)",Native,Unknown,Not evaluated,Pettancylus replaced Ferrissia
