Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Common name,Habitat,Origin,Endemism,Conservation status,Subspecies,Subspecies,Former scientific name 1,Former scientific name 2,Former scientific name 3,Former scientific name 4,Former scientific name 5 ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,ruweti,Tilapia ruweti,"Tilapia ruweti (Poll & Thys van den Audenaerde, 1965)",Okavango tilapia,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,sparrmanii,Tilapia sparrmanii,"Tilapia sparrmanii Smith, 1840",Banded tilapia,Freshwater,Native,Widespread,Least concern,,,Chromis sparrmanni,Chromys moffatii,Chromys sparmanni,Tilapia deschauenseei,Tilapia fouloni,Tilapia ovalis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Clinus ,superciliosus,Clinus  superciliosus,"Clinus superciliosus (Linnaeus, 1758)",Super klipfish (MS),Euryhaline,Native,Widespread,Least concern,,,Blennius spadiceus,Blennius superciliosus,Caboclinus superciliosus,Clinus ornatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator ,lebretonis,Dormitator lebretonis,"Batanga lebretonis (Steindachner, 1870)",Deep sleeper ,Freshwater,Non-native,Widespread,Least concern,,,Batanga lebretoni,Batanga lebretonis ,Batanga lebretonis lebretonis ,Batanga lebretonis microphthalmus,Eleotris lebretonis,Eleotris omosema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Eleotris, vittata,Eleotris  vittata,"Eleotris vittata  Duméril, 1858",Striped sleeper ,Euryhaline,Non-native,Widespread,Least concern,Eleotris  vittata dumeril,Eleotris  vittata vittata,Eleotris dumerilii ,Eleotris maculata,Eleotris monteiri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Eleotris,fusca,Eleotris fusca,"Eleotris fusca (Schneider, 1801)",Dusky sleeper ,Freshwater,Native,Widespread,Least concern,,,Culius fuscus,Culius niger,Eleotris cavifrons,Eleotris fornasinii ,Eleotris klunzingerii,Eleotris niger ,Eleotris nigra,Poecilia fusca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Eleotris,melanosoma,Eleotris melanosoma,"Eleotris melanosoma Bleeker, 1852",Broadhead sleeper ,Freshwater,Native,Widespread,Least concern,,,Culius melanosoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,dayi,Hypseleotris dayi,"Hypseleotris dayi Smith, 1950",Golden sleeper,Freshwater,Native,Widespread,Data deficient,,,Asterropteryx cyprinoides,Eleotris cyprinoides,Hypseleotris bipartita,Hypseleotris dayi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Awaous,aeneofuscus,Awaous aeneofuscus,"Awaous aeneofuscus (Peters, 1852)",Freshwater goby,Euryhaline,Native,Widespread,Least concern,,,Chonophorus aeneofuscus,Gobius aeneofuscus,Gobius aenofuscus,Gobius louvali ,Gobius louveli ,Platygobius aeneofuscus,Platygobius aeonofuscus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Awaous ,lateristriga,Awaous  lateristriga,"Awaous lateristriga (Peters, 1876)",Brown goby ,Freshwater,Non-native,Widespread,Not evaluated,,,Awaous guineensis,Chonophorus guineensis,Chonophorus lateristriga,Gobius aeneofuscus guineensis ,Gobius guineensis,Gobius lateristriga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Caffrogobius,gilchristi,Caffrogobius gilchristi,"Caffrogobius gilchristi (Boulenger, 1898)",Prison goby,Euryhaline,Native,Widespread,Not evaluated,,,Acentrogobius multifasciatus,Amoya multifasciata,Caffrogobius multifasciatus,Coryphopterus multifasciatus,Ctenogobius multifasciatus,Gobius gilchristi,Gobius multifasciatus,Rhinogobius multifasciatus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Croilia,mossambica,Croilia mossambica,"Croilia mossambica Smith, 1955",Burrowing goby ,Euryhaline,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,callidus,Glossogobius callidus,"Glossogobius callidus  (Smith, 1937)",River goby,Freshwater,Native,Widespread,Least concern,,,Gobius callidus ,Gobius gulosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,giuris,Glossogobius giuris,"Glossogobius giuris (Hamilton-Buchanan, 1822)",Tank goby ,Euryhaline,Native,Widespread,Least concern,Glossogobius giuris giuris,,Acentrogobius giuris ,Awaous gutum,Euctenogobius striatus ,Glossigobius giuris,Glossogabius giuris,Glossogobius giurus,Glossogobius guirus,Glossogobius gutum ,Glossogobius tenuiformis,Gobius catebus,Gobius giuris,Gobius giurus,Gobius grandidieri ,Gobius gutum,Gobius kora,Gobius kurpah,Gobius phaiospilosoma,Gobius phiopsilosoma,Gobius russelli,Gobius spectabilis,Gobius striatus ,Gobius sublitus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobionellus ,lepturus,Ctenogobius lepturus,"Gobionellus lepturus Pfaff, 1933",Slender goby,Euryhaline,Non-native,Widespread,Least concern,,,Gobionellus lepturus,Gobius lepturus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Mugilogobius ,durbanensis,Mugilogobius  durbanensis,"Mugilogobius durbanensis (Barnard, 1927)",Durban goby,Euryhaline,Native,Regional endemic level 1,Not evaluated,,,Gobius durbanensis,Stigmatogobius durbanensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Nematogobius ,maindroni,Nematogobius  maindroni,"Nematogobiusmaindroni Sauvage, 1880",Spotfin goby,Euryhaline,Non-native,Widespread,Not evaluated,,,Gobius maindroni ,Gobius mendroni,Gobius uaindroni ,Nematogobius ansorgii,Nematogobius ansori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Pandaka ,silvana,Pandaka  silvana,"Pandaka silvana (Barnard, 1943)",Dwarf goby ,Freshwater,Native,Widespread,Not evaluated,,,Gobius silvanus,Pandaka minuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Psammogobius,knysnaensis,Psammogobius knysnaensis,"Psammogobius knysnaensis  Smith, 1935",Knysna sand goby,Euryhaline,Native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Redigobius,dewaali,Redigobius dewaali,"Redigobius dewaali (Weber, 1897)",Checked goby,Euryhaline,Native,Widespread,Least concern,,,Gobius dewaali ,Gobius maxillaris,Mugilogobius pongolensis,Redigobius pongolensis,Stigmatogobius dewaali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Silhouettea,sibayi,Silhouettea sibayi,"Silhouettea sibayi Farquharson, 1970",Sibayi goby ,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stenogobius ,kenyae ,Stenogobius  kenyae ,Stenogobius kenyae Smith 1959,Kenyan river goby,Euryhaline,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Kuhliidae,Kuhlia ,rupestris ,Kuhlia  rupestris ,"Kuhlia rupestris (Lacepède, 1801)",Rock flagtail ,Freshwater,Native,Widespread,Least concern,Kuhlia rupestris hedleyi,Kuhlia rupestris sauvagei,Centropomus rupestris,Doules fuscus,Doules rupestris,Dules fuscus,Dules guamensis,Dules haswellii,Dules rupestris,Dules vanicolensis,Kuhlia caerulescens,Kuhlia repestris,Kuhlia splendens,Moronopsis ciliatus ,Moronopsis fuscus,Moronopsis rupestris,Perca ciliata ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus ,argentimaculatus,Lutjanus  argentimaculatus,"Lutjanus argentimaculatus (Forsskål, 1775)",River snapper ,Euryhaline,Native,Widespread,Least concern,,,Alphestes gembra,Alphestes sambra,Diacope superba,Diacopus superbus,Lutianus argentimaculatus,Lutianus jahngarah,Lutianus salmonoides,Lutjanus argentimculatus,Mesoprion flavipinnis,Mesoprion garretti ,Mesoprion griseoides,Mesoprion obscurus ,Mesoprion olivaceus,Mesoprion roseigaster,Mesoprion sexfasciatus,Mesoprion taeniops,Perca argentata,Sciaena argentata,Sciaena argentimaculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,argenteus,Monodactylus argenteus,"Monodactylus argenteus (Linnaeus, 1758)",Natal moony ,Euryhaline,Native,Widespread,Least concern,,,Chaetodon argenteus,Monodachtylus argenteus,Monodactylus argentues,Psettus argenteus ,Psettus rhombeus,Scomber rhombeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,falciformis,Monodactylus falciformis,"Monodactylus falciformis  Lacepède, 1801",Full moony,Euryhaline,Native,Widespread,Least concern,,,Monodactylus falciformes,Psettus commersonii,Psettus falciformis ,Psettus orbicularis,Stromatoidea layardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,Perca fluviatilis,"Perca fluviatilis Linnaeus, 1758",European perch ,Freshwater,Non-native,Widespread,Least concern,Perca fluviatilis aurea ,Perca fluviatilis gibba,Perca fluviatilis gracilis,Perca fluviatilis intermedius,Perca fluviatilis macedonica,Perca fluviatilis maculata,Perca fluviatilis nigrescens,Perca fluviatilis phragmiteti,Perca fluviatilis zaissanica,Perca fluviatilus,Perca helvetica ,Perca italica,Perca vulgaris,Perca vulgaris,Perca vulgaris,Perca vulgaris aurata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,berda,Acanthopagrus berda,"Acanthopagrus berda (Forsskål, 1775)",Picnic seabream,Euryhaline,Native,Widespread,Least concern,,,Acanthopagrus bertha,Acanthopagrus calamara,Chrysophrys berda,Chrysophrys berda calamara,Chrysophrys calamara,Chrysophrys madagascariensis,Chrysophrys robinsoni,Mylio berda,Pagrus berda,Pagrus robinsoni,Sparus berda,Sparus calamara,Sparus hasta,Sparus madagascariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Lithognathus,Lithognathus,Lithognathus Lithognathus,"Lithognathus lithognathus (Cuvier, 1829)",White steenbras,Euryhaline,Native,Widespread,Endangered,,,Lithognathus capensis,Lithognatus lithognathus,Pagellus capensis,Pagellus lithognathus,Pagrus lithognathus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,salpa,Sarpa salpa,"Sarpa salpa (Linnaeus, 1758)",Karanteen,Euryhaline,Native,Widespread,Least concern,,,Boops goreensis,Boops salpa,Box goreensis,Box salpa,Eusalpa salpa,Sparus salpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",Rainbow trout,Freshwater,Non-native,Widespread,Not evaluated,Oncorhynchus mykiss gairdnerii ,Oncorhynchus mykiss gibbsi,Oncorhynchus mykiss gilberti,Oncorhynchus mykiss nelsoni,Oncorhynchus mykiss aquilarum,Oncorhynchus mykiss irideus,Oncorhynchus mykiss mykiss,Oncorhynchus mykiss stonei,Oncorhynchus mykiss whitei,Oncorhynchus myskis,Oncorhynchus penshinensis,Parasalmo mykiss ,Parasalmo penshinensis,Salmo gairdneri gairdneri,Salmo gairdneri kamloops,Salmo gairdneri shasta,Salmo gairdnerii,Salmo gairdnerii irideus,Salmo gibbsii,Salmo gilberti,Salmo iridea,Salmo irideus argentatus,Salmo irideux,Salmo kamloops,Salmo kamloops whitehousei,Salmo masoni ,Salmo mykiss,Salmo nelsoni ,Salmo penshinensis,Salmo purpuratus,Salmo rivularis,Salmo rivularis kamloops,Salmo truncatus,Trutta iridea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,"Salmo trutta Linnaeus, 1758",Brown trout,Freshwater,Non-native,Widespread,Least concern,Salmo trutta facies,Salmo trutta infra,Salmo trutta linnaeus,Salmo trutta linnaeus,Salmo trutta mediterranea,Salmo trutta laevis,Salmo trutta pellegrini,Salmo trutta trutta,Salmo trutta linnaeus,Salmo trutta aralensis ,Salmo trutta fario,Salmo trutta lacustris,Salmo trutta oxianus,Salmo trutta trutta,Salmo truttula,Salmo venernensis,Trutta fario,Trutta fluviatilis,Trutta lacustris,Trutta marina,Trutta marina,Trutta salmanata,Trutta salmonata,Trutta trutta,Trutta variabilis,Fario argenteus,Fario lacustris,Fario trutta,Salar ausonii ,Salar ausonii parcepunctata,Salar ausonii semipunctata,Salar ausonii parcepunctata,Salar ausonii semipunctata,Salar bailloni,Salar gaimardi,Salar spectabilis,Salmo albus,Salmo albus,Salmo brachypoma,Salmo caecifer,Salmo cambricus,Salmo cornubiensis,Salmo cumberland,Salmo eriox ,Salmo estuarius,Salmo fario,Salmo fario loensis,Salmo fario major,Salmo fario forestensis,Salmo faris,Salmo faris forestensis,Salmo faris forestensis,Salmo gadoides,Salmo gallivensis,Salmo illanca,Salmo islayensis,Salmo lacustris,Salmo lacustris rhenana,Salmo lacustris romanovi,Salmo lacustris septentrionalis,Salmo lemanus,Salmo levenensis,Salmo mistops,Salmo montana,Salmo orcadensis,Salmo orientalis,Salmo oxianus,Salmo phinoc,Salmo polyosteus,Salmo rappii,Salmo saxatilis ,Salmo spurius,Salmo stroemii,Salmo sylvaticus,Salmo taurinus
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,Salvelinus fontinalis,"Salvelinus fontinalis (Mitchill, 1815)",Brook trout ,Euryhaline,Non-native,Widespread,Not evaluated,Salvelinus fontinalis timagamiensis,,Baione fontinalis,Salmo canadensis,Salmo fontinalis,Salmo hudsonicus,Salvelinus timagamiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,kumu,Chelidonichthys kumu,"Chelidonichthys kumu (Cuvier, 1829)",Bluefin gurnard,Euryhaline,Native,Widespread,Least concern,,,Trigla kumu,Trigla peronii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,laticaudatus,Amphilius laticaudatus,"Amphilius laticaudatus Skelton, 1984",Broadtail mountain catfish,Freshwater,Non-native,Regional endemic level 1,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,natalensis,Amphilius natalensis,"Amphilius natalensis Boulenger, 1917",Natal mountain catfish,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,uranoscopus,Amphilius uranoscopus,"Amphilius uranoscopus (Pfeffer, 1889)",Stargazer mountain catfish,Freshwater,Native,Widespread,Least concern,,,Amphilius brevidorsalis,Amphilius hargeri,Amphilius leroyi,Amphilius platychir cubangoensis,Anoplopterus uranoscopus,Chimarrhoglanis leroyi,Pimelodus uranoscopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Leptoglanis,rotundiceps,Zaireichthys rotundiceps,"Leptoglanis rotundiceps (Hilgendorf, 1905)",Spotted sand catlet,Freshwater,Native,Widespread,Data deficient,,,Gephyroglanis rotundiceps,Leptoglanis rotondiceps,Leptoglanis rotundiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys,dorae,Zaireichthys dorae,"Zaireichthys dorae (Poll, 1967)",Chobe sand catlet,Freshwater,Non-native,Widespread,Data deficient,,,Leptoglanis dorae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys , kavangoensis,Zaireichthys   kavangoensis,"Zaireichthys kavangoensis Eccles, Tweddle & Skelton, 2011",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,conspicuus,Zaireichthys  conspicuus,"Zaireichthys conspicuus Eccles, Tweddle & Skelton, 2011",Blotched sand catlet,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,kafuensis,Zaireichthys  kafuensis,"Zaireichthys kafuensis Eccles, Tweddle & Skelton, 2011",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,kunenensis,Zaireichthys  kunenensis,"Zaireichthys kunenensis Eccles, Tweddle & Skelton, 2011",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,pallidus,Zaireichthys  pallidus,"Zaireichthys pallidus Eccles Eccles, Tweddle & Skelton, 2011",Pale sand catlet,Freshwater,Non-native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,rotundiceps,Zaireichthys  rotundiceps,"Zaireichthys rotundiceps (Hilgendorf, 1905)",Sand catlet,Freshwater,Native,Widespread,Data deficient,,,Gephyroglanis rotundiceps,Leptoglanis rotondiceps,Leptoglanis rotundiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,barnardi,Austroglanis barnardi,"Austroglanis barnardi (Skelton, 1981)",Barnard's rock catfish,Freshwater,Native,Regional endemic level 1,Endangered,,,Gephyroglanis barnardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,gilli,Austroglanis gilli,"Austroglanis gilli (Barnard, 1943)",Clanwilliam rock catfish,Freshwater,Native,Regional endemic level 1,Near threatened,,,Gephyroglanis gilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,sclateri,Austroglanis sclateri,"Austroglanis sclateri (Boulenger, 1901)",Rock catfish,Freshwater,Native,Widespread,Least concern,,,Gephyroglanis sclateri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clariallabes,platyprosopos,Clariallabes platyprosopos,"Clariallabes platyprosopos Jubb, 1964",Broadhead catfish,Freshwater,Non-native,Widespread,Least concern,,,Clariallabes platyprospos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,cavernicola,Clarias cavernicola,"Clarias cavernicola Trewavas, 1936",Cave catfish,Freshwater,Non-native,Regional endemic level 2,Critically Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,gariepinus,Clarias gariepinus,"Clarias gariepinus (Burchell, 1822)",Sharptooth catfish,Freshwater,Native,Widespread,Least concern,,,Clarias capensis,Clarias depressus,Clarias guentheri,Clarias lazera,Clarias longiceps,Clarias macracanthus,Clarias malaris,Clarias microphthalmus,Clarias micropthalmus,Clarias moorii,Clarias mossambicus,Clarias muelleri ,Clarias notozygurus,Clarias orontis,Clarias robecchii,Clarias smithii,Clarias syriacus,Clarias tsanensis ,Clarias vinciguerrae,Clarias xenodon,Clarius gariepinus ,Macropteronotus charmuth,Silurus gariepinus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,liocephalus,Clarias liocephalus,"Clarias liocephalus Boulenger, 1898",Smoothhead catfish,Freshwater,Non-native,Widespread,Least concern,,,Clarias carsoni,Clarias neumanni,Clarias ornatus,Clarias phillipsi,Clarias submarginatus liocephalus,Clarias youngicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,ngamensis,Clarias ngamensis,"Clarias ngamensis Castelnau, 1861",Blunttooth catfish,Euryhaline,Native,Widespread,Least concern,,,Clarias mellandi,Clarias nagamensis,Clarias prentissgrayi,Dinopterus jallae,Dinopterus pentissgrayi,Dinotopteroides prentissgrayi ,Dinotopterus jallae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,stappersii,Clarias stappersii,"Clarias stappersii Boulenger, 1915",Blotched catfish,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,theodorae,Clarias theodorae,"Clarias theodorae Weber, 1897",Snake catfish,Freshwater,Native,Widespread,Least concern,,,Clarias amplexicauda,Clarias fouloni,Clarias macrurus,Clarias theodora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
