Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Common name,Habitat,Origin,Endemism,Conservation status,Subspecies,Subspecies,Former scientific name 1,Former scientific name 2,Former scientific name 3,Former scientific name 4,Former scientific name 5 ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,Former scientific name ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Tinca,tinca,Tinca tinca,"Tinca tinca (Linnaeus, 1758)",Tench,Freshwater,Non-native,Widespread,Least concern,,,Cyprinus tinca,Cyprinus tinca auratus ,Cyprinus tincauratus,Cyprinus tincaurea,Cyprinus zeelt,Tinca aurea,Tinca chrysitis,Tinca communis,Tinca italica,Tinca limosa,Tinca linnei,Tinca vulgaris,Tinca vulgaris cestellae,Tinca vulgaris maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Lacustricola,macrurus,Lacustricola macrurus,"Aplocheilichthys macrurus (Boulenger, 1904)",Big tailed lampeye,Freshwater,Non-native,Widespread,Least concern,,,Aplocheilichthys macrurus,Aplocheilus macrurus,Haplochilichthys macrurus,Haplochilus macrurus,Micropanchax macrurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,Gambusia affinis,"Gambusia affinis (Baird & Girard, 1853)",Mosquitofish,Freshwater,Non-native,Widespread,Least concern,,,Fundulus inurus,Gambusia affinis affinis,Gambusia affinis katruelis,Gambusia gracilis,Gambusia humilis,Gambusia patruelis,Haplochilus melanops ,Heterandria affinis,Heterandria patruelis,Zygonectes brachypterus,Zygonectes gracilis,Zygonectes inurus ,Zygonectes patruelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Hypsopanchax,jubbi,Hypsopanchax jubbi,"Hypsopanchax jubbi Poll & Lambert, 1965",Southern deepbody,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Micropanchax,hutereaui,Micropanchax hutereaui,"Micropanchax hutereaui Ghedotti, 2000",Meshscaled topminnow,Freshwater,Non-native,Widespread,Least concern,,,Aplocheilichthys baudoni,Aplocheilichthys chobensis,Aplocheilichthys hutereaui,Aplocheilichthys schalleri,Aplocheilus chobensis,Haplochilichthys hutereaui,Haplochilus hutereaui,Lacustricola hutereaui,Micropanchax baudoni,Micropanchax chobensis,Micropanchax schalleri,Panchax hutereaui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Micropanchax,johnstoni,Micropanchax johnstoni,"Micropanchax johnstoni Ghedotti, 2000",Johnston's topminnow,Freshwater,Native,Widespread,Least concern,,,Aplocheilichthys johnstoni,Aplocheilus johnstoni,Haplochilichthys johnstoni,Haplochilus johnstoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Lacustricola,katangae,Lacustricola katangae,"Micropanchax katangae Ghedotti, 2000",Striped topminnow,Freshwater,Native,Widespread,Least concern,,,Aplocheilichthys carlislei,Aplocheilichthys katangae,Aplocheilichthys luluae,Aplocheilus luluae,Haplochilichthys katangae,Haplochilus carlislei,Haplochilus katangae,Haplochilus luluae,Micropanchax katangae,Micropanchax luluae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Lacustricola,myaposae,Lacustricola myaposae,"Micropanchax myaposae Ghedotti, 2000",Natal topminnow,Freshwater,Native,Regional endemic level 1,Near threatened,,,Aplocheilichthys myaposae,Haplochilichthys myaposae,Haplochilus myaposae,Micropanchax myaposae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Phalloceros,caudimaculatus,Phalloceros caudimaculatus,"Phalloceros caudimaculatus (Hensel, 1868)",Dusky millions fish,Freshwater,Non-native,Widespread,Not evaluated,,,Girardinus caudimaculatus,Phalloceros caudimaculatus caudimaculatus,Phalloceros caudimaculatus reticulatus,Phalloceros caudomaculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia reticulata,"Poecilia reticulata  Peters, 1859",Guppy ,Freshwater,Native,Widespread,Not evaluated,,,Acanthophacelus guppii,Acanthophacelus reticulatus,Girardinus guppii,Girardinus reticulatus,Haridichthys reticulatus,Heterandria guppyi,Lebistes poecilioides,Lebistes poeciloides,Lebistes reticulatus,Pocilia reticulata,Poecilia reticulate,Poeciliodes reticulatus,Poecilioides reticulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus,helleri,Xiphophorus helleri,"Xiphophorus helleri Heckel, 1848",Swordtail ,Freshwater,Native,Widespread,Not evaluated,Xiphophorus helleri brevis,Xiphophorus helleri helleri,Xiphophorus helleri strigatus,Xiphophorus hellerii guentheri,Mollienisia helleri,Poecilia helleri,Xiphophorus brevis,Xiphophorus guentheri,Xiphophorus guntheri ,Xiphophorus jalapae ,Xiphophorus rachovii,Xiphophorus strigatus,Xiphorus helleri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus ,maculatus,Xiphophorus  maculatus,"Xiphophorus maculatus (Gunther, 1866)",Southern platyfish ,Freshwater,Non-native,Widespread,Not evaluated,,,Platypoecilus aurata,Platypoecilus cyanellus,Platypoecilus maculatus,Platypoecilus maculatus aurata,Platypoecilus maculatus cyanellus,Platypoecilus maculatus sanguinea,Platypoecilus nigra,Platypoecilus pulchra,Platypoecilus rubra,Platypoecilus sanguinea,Poecilia maculata,Xiphorus maculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,boklundi,Nothobranchius boklundi,Nothobranchius boklundi Valdesalici 2010,,Freshwater,Non-native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,capriviensis,Nothobranchius capriviensis,"Nothobranchius capriviensis Watters, Wildekamp & Shidlovskiy, 2015",,Freshwater,Non-native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,furzeri,Nothobranchius furzeri,"Nothobranchius furzeri Jubb, 1971",Turquoise killifish,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,kadleci,Nothobranchius kadleci,Nothobranchius kadleci Reichard 2010,,Freshwater,Non-native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,kafuensis,Nothobranchius kafuensis,"Nothobranchius kafuensis Wildekamp & Rosenstock, 1989",Caprivi killifish,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,krysanovi,Nothobranchius krysanovi,"Nothobranchius krysanovi Schidlovskiy, Watters & Wildekamp, 2010",,Freshwater,Non-native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,kuhntae,Nothobranchius kuhntae,"Nothobranchius kuhntae (Ahl, 1926)",Beira killifish,Freshwater,Non-native,Widespread,Data deficient,,,Adiniops kuhntae,Fundulus kuhntae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,orthonotus,Nothobranchius orthonotus,"Nothobranchius orthonotus (Peters, 1844)",Spotted killifish,Freshwater,Native,Widespread,Least concern,,,Adinias troemneri,Adiniops troemneri,Cyprinodon orthonotus,Fundulus mkuziensis,Fundulus orthonotus,Hydrargyra maculata,Nothobranchius maculatus,Nothobranchius mayeri,Nothobranchius mkuziensis,Nothobranchius troemneri,Notobranchius mayeri ,Notobranchius orthonotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,pienaari ,Nothobranchius pienaari ,"Nothobranchius pienaari Schidlovskiy, Watters & Wildekamp, 2010",,Freshwater,Native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Cyprinodontiformes ,Aplocheilidae,Nothobranchius,rachovii,Nothobranchius rachovii,"Nothobranchius rachovii Ahl, 1926",Rainbow killifish,Freshwater,Native,Widespread,Least concern,,,Adiniops rachovi,Nothobranchius rachowi,Notobranchius rachovii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae,Megalops,cyprinoides,Megalops cyprinoides,"Megalops cyprinoides (Broussonet, 1782)",Oxeye tarpon,Freshwater,Native,Widespread,Data deficient,,,Brisbania staigeri,Clupea cyprinoides,Clupea gigantea,Clupea thrissoides,Cyprinodon cundinga,Elops cundinga,Elops cyprinoides,Magalops cyprinoides,Megalops cundinga,Megalops curtifilis,Megalops cyoprinoides,Megalops filamentosus,Megalops giganteus,Megalops indicus,Megalops kundinga,Megalops macrophthalmus,Megalops macropterus,Megalops oligolepis,Megalops setipinnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,capensis,Gaidropsarus capensis,"Gaidropsarus capensis (Kaup, 1858)",Cape rockling,Freshwater,Native,Regional endemic level 1,Not evaluated,,,Lotella capensis,Motella capensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,giuris,Glossogobius giuris,"Glossogobius giuris (Hamilton, 1822)",Tank goby,Euryhaline,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Kneria,auriculata,Kneria auriculata,"Kneria auriculata (Pellegrin, 1905)",Southern kneria,Freshwater,Non-native,Widespread,Least concern,,,Kneria articulata,Kneria autriculata,Xenopomatichthys auricularis,Xenopomatichthys auriculatus,Xenopomichthys auriculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Kneria,maydelli,Kneria maydelli,"Kneria maydelli Ladiges & Voelker, 1961",Cunene kneria,Freshwater,Non-native,Micro-endemic level 2,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Kneria,polli,Kneria polli,"Kneria polli Trewavas, 1936",Northern kneria,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Kneria ,angolensis,Kneria  angolensis,"Kneria angolensis Steindachner, 1866",Angola kneria,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Parakneria,fortuita,Parakneria fortuita,"Parakneria fortuita Penrith, 1973",Cubango kneria,Freshwater,Non-native,Regional endemic level 2,Data deficient ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Gonorynchiformes,Kneriidae,Parakneria,mossambica,Parakneria mossambica,"Parakneria mossambica Jubb & Bell-Cross, 1974",Gorongoza kneria,Freshwater,Non-native,Micro-endemic level 1,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Chelon,richardsonii,Chelon richardsonii,"Chelon richardsonii (Smith, 1846)",South African mullet,Euryhaline,Native,Widespread,Not evaluated,,,Liza richardsonii,Mugil multilineatus,Mugil richardsonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Crenimugil,cunnesius,Crenimugil cunnesius,"Crenimugil buchanani (Bleeker, 1853)",Bluetail Mullet,Euryhaline,Native,Widespread,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,cephalus,Mugil cephalus,"Mugil cephalus  Linnaeus, 1758",Flathead grey mullet,Euryhaline,Native,Widespread,Least concern,Mugil cephalus ashanteensis ,Mugil cephalus cephalus,Mugil cephalus rammelsbergi ,Mugil crenilabis our,Mugil albula,Mugil ashanteensis,Mugil cephalas,Mugil cephalotus,Mugil dobula,Mugil gelatinosus,Mugil grandis,Mugil hypselosoma,Mugil japonicus,Mugil lineatus,Mugil mexicanus,Mugil muelleri,Mugil mülleri,Mugil our,Mugil peruanus,Mugil provensalis,Mugil rammelsbergii ,Mugil tang,Mugil vulpinus,Myxus barnardi,Myxus caecutiens,Myxus pacificus,Myxus superficialis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Pseudomyxus,capensis,Pseudomyxus capensis,"Myxus capensis (Valenciennes, 1836)",Freshwater mullet,Euryhaline,Native,Widespread,Least concern,,,Mugil capensis,Mugil euronotus,Myxus capensis,Trachystoma euronotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Neochelon, falcipinnis ,Neochelon  falcipinnis ,"Neochelon falcipinnis (Valenciennes, 1836)",Sicklefin Mullet,Euryhaline,Non-native,Widespread,Data deficient,,,Chelon falcipinnis,Liza falcipinnis,Mugil falcipinnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Planiliza,macrolepis,Planiliza macrolepis,"Planiliza macrolepis (Smith, 1846)",Large-scale mullet ,Euryhaline,Native,Widespread,Least concern,,,Chelon macrolepis,Liza akame,Liza macrolepis,Liza parva,Liza pescadorensis,Liza troschelli,Mugil borneensis,Mugil macrolepis,Mugil pescadorensis,Mugil poecilus,Mugil poicilus,Mugil rodericensis,Mugil smithii,Mugil troschelii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,sp.‘Joubertina’,Galaxias sp.‘Joubertina’,"Galaxias sp.‘Joubertina’ Chakona et al., 2018",,Freshwater,Native,Regional endemic level 1,Data deficient,check on this ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,zebratus,Galaxias zebratus,"Galaxias zebratus (Castelnau, 1861)",Cape galaxias,Freshwater,Native,Regional endemic level 1,Data deficient ,,,Agalaxis punctifer,Agalaxis zebratus,Cobitis punctifer,Cobitis zebrata,Galaxias africanus,Galaxias capensis,Galaxias dubius,Galaxias punctifer,Paragalaxias zebratus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Hippopotamyrus,ansorgii,Hippopotamyrus ansorgii,"Hippopotamyrus ansorgii (Boulenger,1905)",Slender stonebasher,Freshwater,Non-native,Widespread,Least concern,,,Marcusenius ansorgii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Hippopotamyrus,discorhynchu,Cyphomyrus discorhynchus,"Cyphomyrus discorhynchus (Pellegrin, 1936)",Zambezi parrotfish,Freshwater,Non-native,Widespread,Least concern,,,Cyphomyrus cubangoensis,Cyphomyrus smithersi,Hippopotamyrus cubangoensis,Hippopotamyrus discorhynchus,Hippopotamyrus smithersi,Marcusenius cubangoensis,Marcusenius discorhynchus,Marcusenius smithersi,Marcusenius tanganicanus,Mormyrus discorhynchus,Petrocephalus discorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Hippopotamyrus,longilateralis,Hippopotamyrus longilateralis,Hippopotamyrus longilateralis Kramer and Swartz 2010,,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,Hippopotamyrus longilateralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Hippopotamyrus,szaboi,Hippopotamyrus szaboi,"Hippopotamyrus szaboi Kramer van der Bank & Wink, 2004",,Freshwater,Non-native,Micro-endemic level 2,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,altisambesi,Marcusenius altisambesi,"Marcusenius altisambesi Kramer, Skelton, van der Bank & Wink, 2007",,Freshwater,Non-native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,caudisquamatus,Marcusenius caudisquamatus,"Marcusenius caudisquamatus Maake, Gon & Swartz, 2014",,Freshwater,Native,Micro-endemic level 1,Endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,cubangoensis,Cyphomyrus discorhynchus,"Marcusenius cubangoensis Pellegrin, 1936",Elephantfish,Freshwater,Non-native,Widespread,Not evaluated,,,Cyphomyrus cubangoensis,Cyphomyrus smithersi,Hippopotamyrus cubangoensis,Hippopotamyrus discorhynchus,Hippopotamyrus smithersi,Marcusenius cubangoensis,Marcusenius discorhynchus,Marcusenius smithersi,Marcusenius tanganicanus,Mormyrus discorhynchus,Petrocephalus discorhynchus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,desertus,Marcusenius desertus,"Marcusenius desertus Kramer, van der Bank & Wink, 2016",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,krameri,Marcusenius krameri,"Marcusenius krameri Maake, Gon & Swartz, 2014",,Freshwater,Native,Widespread,Least concern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,macrolepidotus,Marcusenius macrolepidotus,"Marcusenius macrolepidotus (Peters, 1852)",Bulldog,Freshwater,Non-native,Widespread,Least concern,,,Gnathonemus graeverti,Gnathonemus macrolepidotus,Gnathonemus macrolepidotus macrolepidotus ,Gnathonemus moeruensis,Gnathonemus okavangensis,Gnathonemus rhodesianus,Hippopotamyrus macrolepidotus,Marcusenius graeverti,Marcusenius macrolepidotus macrolepidotus,Marcusenius moeruensis,Marcusenius rhodesianus ,Mormyrops macrolepidotus,Mormyrus macrolepidotus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,multisquamatus,Marcusenius multisquamatus,Marcusenius multisquamatus Kramer and Wink 2013,,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Marcusenius,pongolensis,Marcusenius pongolensis,"Marcusenius pongolensis (Fowler, 1934)",,Freshwater,Native,Widespread,Least concern,,,Gnathonemus pongolensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Mormyrops,anguilloides,Mormyrops anguilloides,"Mormyrops anguilloides (Linnaeus, 1758)",Cornish jack,Freshwater,Non-native,Widespread,Least concern,Mormyrops anguilloides voltae,Mormyrops anguiloides anguiloides,Mormyrops deliciosus,Mormyrops longiceps,Mormyrops zambanenje ,Mormyrops zambezense,Mormyrus anguilloides,Mormyrus swanenburgi,Mormyrus tuckeyi,Mormyrus zambanenje,Oxyrhynchus deliciosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Mormyrus,lacerda,Mormyrus lacerda,"Mormyrus lacerda Castelnau, 1861",Western bottlenose,Freshwater,Non-native,Widespread,Least concern,,,Mormyrus anchietae,Mormyrus ellenbergeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Mormyrus,longirostris,Mormyrus longirostris,"Mormyrus longirostris Peters, 1852",Eastern bottelnose,Freshwater,Non-native,Widespread,Least concern,,,Mormyros longirostris,Mormyrus mucupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Paramormyrops,jacksoni,Paramormyrops jacksoni,"Paramormyrops jacksoni (Poll, 1967)",Ghost stonebasher,Freshwater,Non-native,Micro-endemic level 2,Data deficient ,,,Brienomyrus jacksoni,Marcusenius jacksoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,catostoma,Petrocephalus catostoma,"Petrocephalus catostoma (Günther, 1866)",Churchill,Freshwater,Non-native,Widespread,Least concern,Petrocephalus catostoma catostoma,,Mormyrus catostoma,Petrocephalus catastoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Actinopterygii,Osteoglossiformes,Mormyridae,Petrocephalus,longianalis,Petrocephalus longianalis,"Petrocephalus longianalis Kramer, Bills, Skelton & Wink, 2012",,Freshwater,Non-native,Micro-endemic level 2,Not evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
