Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxon,Scientific name and authority,Former scientific name,Common name,Habitat,Origin,Endemism,Conservation status
Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,dayi,Hypseleotris dayi,"Hypseleotris dayi Smith, 1950",,Golden sleeper,Freshwater,Native,Widespread,Data deficient
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Awaous,aeneofuscus,Awaous aeneofuscus,"Awaous aeneofuscus (Peters, 1852)",,Freshwater goby,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Awaous ,lateristriga,Awaous  lateristriga,"Awaous lateristriga (Peters, 1876)",Awaous guineensis,Brown goby ,Freshwater,Alien,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Caffrogobius,gilchristi,Caffrogobius gilchristi,"Caffrogobius gilchristi (Boulenger, 1898)",,Prison goby,Euryhaline,Native,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Croilia,mossambica,Croilia mossambica,"Croilia mossambica Smith, 1955",,Burrowing goby ,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,callidus,Glossogobius callidus,"Glossogobius callidus  (Smith, 1937)",,River goby,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Glossogobius,giuris,Glossogobius giuris,"Glossogobius giuris (Hamilton-Buchanan, 1822)",,Tank goby ,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobionellus ,lepturus,Gobionellus  lepturus,"Gobionellus lepturus Pfaff, 1933",,Slender goby,Euryhaline,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Mugilogobius ,durbanensis,Mugilogobius  durbanensis,"Mugilogobius durbanensis (Barnard, 1927)",,Durban goby,Euryhaline,Native,Regional endemic level 1,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Nematogobius ,maindroni,Nematogobius  maindroni,"Nematogobiusmaindroni Sauvage, 1880",Nematogobius ansorgii ,Spotfin goby,Euryhaline,Alien,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Pandaka ,silvana,Pandaka  silvana,"Pandaka silvana (Barnard, 1943)",,Dwarf goby ,Freshwater,Native,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Psammogobius,knysnaensis,Psammogobius knysnaensis,"Psammogobius knysnaensis  Smith, 1935",,Knysna sand goby,Euryhaline,Native,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Redigobius,dewaali,Redigobius dewaali,"Redigobius dewaali (Weber, 1897)",,Checked goby,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Silhouettea,sibayi,Silhouettea sibayi,"Silhouettea sibayi Farquharson, 1970",,Sibayi goby ,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stenogobius ,kenyae ,Stenogobius  kenyae ,Stenogobius kenyae Smith 1959,,Kenyan river goby,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Kuhliidae,Kuhlia ,rupestris ,Kuhlia  rupestris ,"Kuhlia rupestris (Lacepède, 1801)",,Rock flagtail ,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus ,argentimaculatus,Lutjanus  argentimaculatus,"Lutjanus argentimaculatus (Forsskål, 1775)",,River snapper ,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,argenteus,Monodactylus argenteus,"Monodactylus argenteus (Linnaeus, 1758)",,Natal moony ,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,falciformis,Monodactylus falciformis,"Monodactylus falciformis  Lacepède, 1801",,Full moony,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,Perca fluviatilis,"Perca fluviatilis Linnaeus, 1758",,European perch ,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,berda,Acanthopagrus berda,"Acanthopagrus berda (Forsskål, 1775)",,Picnic seabream,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Lithognathus,Lithognathus,Lithognathus Lithognathus,"Lithognathus lithognathus (Cuvier, 1829)",,White steenbras,Euryhaline,Native,Widespread,Endangered
Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sarpa,salpa,Sarpa salpa,"Sarpa salpa (Linnaeus, 1758)",,Karanteen,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)",,Rainbow trout,Freshwater,Alien,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,"Salmo trutta Linnaeus, 1758",,Brown trout,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,Salvelinus fontinalis,"Salvelinus fontinalis (Mitchill, 1815)",,Brook trout ,Euryhaline,Alien,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,kumu,Chelidonichthys kumu,"Chelidonichthys kumu (Cuvier, 1829)",,Bluefin gurnard,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,laticaudatus,Amphilius laticaudatus,"Amphilius laticaudatus Skelton, 1984",,Broadtail mountain catfish,Freshwater,Alien,Regional endemic level 1,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,natalensis,Amphilius natalensis,"Amphilius natalensis Boulenger, 1917",,Natal mountain catfish,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Amphilius,uranoscopus,Amphilius uranoscopus,"Amphilius uranoscopus (Pfeffer, 1889)",,Stargazer mountain catfish,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Leptoglanis,rotundiceps,Leptoglanis rotundiceps,"Leptoglanis rotundiceps (Hilgendorf, 1905)",,Spotted sand catlet,Freshwater,Native,Widespread,Data deficient
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys,dorae,Zaireichthys dorae,"Zaireichthys dorae (Poll, 1967)",,Chobe sand catlet,Freshwater,Alien,Widespread,Data deficient
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys , kavangoensis,Zaireichthys   kavangoensis,"Zaireichthys kavangoensis Eccles, Tweddle & Skelton, 2011",,,Freshwater,Alien,Micro-endemic level 2,Not evaluated
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,conspicuus,Zaireichthys  conspicuus,"Zaireichthys conspicuus Eccles, Tweddle & Skelton, 2011",,Blotched sand catlet,Freshwater,Alien,Micro-endemic level 2,Not evaluated
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,kafuensis,Zaireichthys  kafuensis,"Zaireichthys kafuensis Eccles, Tweddle & Skelton, 2011",,,Freshwater,Alien,Micro-endemic level 2,Not evaluated
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,kunenensis,Zaireichthys  kunenensis,"Zaireichthys kunenensis Eccles, Tweddle & Skelton, 2011",,,Freshwater,Alien,Micro-endemic level 2,Not evaluated
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,pallidus,Zaireichthys  pallidus,"Zaireichthys pallidus Eccles Eccles, Tweddle & Skelton, 2011",,Pale sand catlet,Freshwater,Alien,Widespread,Not evaluated
Animalia,Chordata,Actinopterygii,Siluriformes,Amphiliidae,Zaireichthys ,rotundiceps,Zaireichthys  rotundiceps,"Zaireichthys rotundiceps (Hilgendorf, 1905)",,Sand catlet,Freshwater,Native,Widespread,Data deficient
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,barnardi,Austroglanis barnardi,"Austroglanis barnardi (Skelton, 1981)",,Barnard's rock catfish,Freshwater,Native,Regional endemic level 1,Endangered
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,gilli,Austroglanis gilli,"Austroglanis gilli (Barnard, 1943)",,Clanwilliam rock catfish,Freshwater,Native,Regional endemic level 1,Near threatened
Animalia,Chordata,Actinopterygii,Siluriformes,Austroglanididae,Austroglanis,sclater,Austroglanis sclater,"Austroglanis sclateri (Boulenger, 1901)",,Rock catfish,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clariallabes,platyprosopos,Clariallabes platyprosopos,"Clariallabes platyprosopos Jubb, 1964",,Broadhead catfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,cavernicola,Clarias cavernicola,"Clarias cavernicola Trewavas, 1936",,Cave catfish,Freshwater,Alien,Regional endemic level 2,Critically Endangered
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,gariepinus,Clarias gariepinus,"Clarias gariepinus (Burchell, 1822)",,Sharptooth catfish,Freshwater,Extralimital,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,liocephalus,Clarias liocephalus,"Clarias liocephalus Boulenger, 1898",,Smoothhead catfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,ngamensis,Clarias ngamensis,"Clarias ngamensis Castelnau, 1861",,Blunttooth catfish,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,stappersii,Clarias stappersii,"Clarias stappersii Boulenger, 1915",,Blotched catfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,theodorae,Clarias theodorae,"Clarias theodorae Weber, 1897",,Snake catfish,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Heterobranchus,longifilis,Heterobranchus longifilis,"Heterobranchus longifilis Valenciennes, 1840",,Vundu,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Claroteidae,Amarginops,hildae,Amarginops hildae,"Amarginops hildae (Bell-Cross, 1973)",,Hilda's grunter / Buzi grunter,Freshwater,Alien,Regional endemic level 1,Data deficient
Animalia,Chordata,Actinopterygii,Siluriformes,Claroteidae,Parauchenoglanis,ngamensis,Parauchenoglanis ngamensis,"Parauchenoglanis ngamensis (Boulenger, 1911)",,Zambezi grunter,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,electricus,Malapterurus electricus,"Malapterurus electricus (Gmelin, 1789)",, Electric catfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,shirensis,Malapterurus shirensis,"Malapterurus shirensis Roberts, 2000",, Zambezi electric catfish,Freshwater,Alien,Micro-endemic level 2,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,anoterus,Chiloglanis anoterus,"Chiloglanis anoterus Crass, 1960",,Pennant-tail suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,bifurcus,Chiloglanis bifurcus,"Chiloglanis bifurcus Jubb & le Roux, 1969",,Incomati suckermouth / Rock catlet,Freshwater,Native,Micro-endemic level 1,Critically endangered
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,emarginatus,Chiloglanis emarginatus,"Chiloglanis emarginatus Jubb & le Roux, 1969",,Pongolo suckermouth / Rock catlet,Freshwater,Native,Widespread,Vulnerable
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,fasciatus,Chiloglanis fasciatus,"Chiloglanis fasciatus Pellegrin, 1936",,Okavango suckermouth / Rock catlet,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,neumanni,Chiloglanis neumanni,"Chiloglanis neumanni Boulenger, 1911",,Neumann's suckermouth / Rock catlet,Freshwater,Alien,Regional endemic level 1,Data deficient 
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,paratus,Chiloglanis paratus,"Chiloglanis paratus Crass, 1960",,Sawfin suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,pretoriae,Chiloglanis pretoriae,"Chiloglanis pretoriae van der Horst, 1931",,Shortspine suckermouth / Rock catlet,Freshwater,Native,Regional endemic level 2,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Chiloglanis,swierstrai,Chiloglanis swierstrai,"Chiloglanis swierstrai van der Horst, 1931",,Lowveld suckermouth / Rock catlet,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,leopardinus,Synodontis leopardinus,"Synodontis leopardinus Pellegrin, 1914",,Leopard squeaker,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,macrostigma,Synodontis macrostigma,"Synodontis macrostigma Boulenger, 1911",,Large-spot squeaker,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,macrostoma,Synodontis macrostoma,"Synodontis macrostoma Skelton & White, 1990",,Largemouth squeaker,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,nebulosus,Synodontis nebulosus,"Synodontis nebulosus Peters, 1852",,Cloudy squeaker,Freshwater,Alien,Regional endemic level 2,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,nigromaculatus,Synodontis nigromaculatus,"Synodontis nigromaculatus Boulenger, 1905",,Spotted squeaker,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,thamalakanensis,Synodontis thamalakanensis,"Synodontis thamalakanensis Fowler, 1935",,Bubblebarb squeaker,Freshwater,Alien,Regional endemic level 1,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,vanderwaali,Synodontis vanderwaali,"Synodontis vanderwaali Skelton & White, 1990",,Finetooth squeaker,Freshwater,Alien,Regional endemic level 1,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,woosnami,Synodontis woosnami,"Synodontis woosnami Boulenger, 1911",,Upper Zambezi squeaker,Freshwater,Alien,Regional endemic level 1,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,zambezensis,Synodontis zambezensis,"Synodontis zambezensis Peters, 1852",,Brown squeaker,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,intermedius,Schilbe intermedius,"Schilbe intermedius Rüppell, 1832",,Butter catfish,Freshwater,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Siluriformes,Schilbeidae,Schilbe,yangambianus,Schilbe yangambianus,"Schilbe yangambianus (Poll, 1954)",,Yangambi buttercatfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Sygnathiformes,Syngnathidae,Microphis,brachyurus,Microphis brachyurus,"Microphis brachyurus Bleeker, 1853",,Opossum pipefish ,Euryhaline,Native,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Sygnathiformes,Syngnathidae,Microphis,fluviatilis,Microphis fluviatilis,"Microphis fluviatilis (Peters, 1852)",,freshwater pipefish ,Freshwater,Native,Widespread,Data deficient
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Caecomastacembelus,frenatus,Caecomastacembelus frenatus,"Mastacembelus frenatus (Boulenger, 1901)",,Longtail spinyeel,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Caecomastacembelus,shiranus,Caecomastacembelus shiranus,"Mastacembelus shiranus (Günther, 1896)",,Malawi spinyeel,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Caecomastacembelus,vanderwaali,Caecomastacembelus vanderwaali,"Mastacembelus vanderwaali (Skelton, 1976)",,Ocellate spinyeel,Freshwater,Alien,Micro-endemic level 2,Least concern
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Carcharhinus leucas,"Carcharhinus leucas (Valenciennes, 1839)",,Bull shark ,Euryhaline,Native,Widespread,Near threatened
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,Pristis,microdon,Pristis microdon,"Pristis microdon Latham, 1794",,smalltooth sawfish ,Euryhaline,Native,Widespread,Critically endangered
Animalia,Chordata,Sacropterygii,Lepidosireniformes,Protopteridae,Protopterus,amphibius,Protopterus amphibius,"Protopterus amphibius (Peters, 1844)",,East coast lungfish,Freshwater,Alien,Widespread,Least concern
Animalia,Chordata,Sacropterygii,Lepidosireniformes,Protopteridae,Protopterus,annectens,Protopterus annectens,"Protopterus annectens brieni Poll, 1961",,African lungfish,Freshwater,Extralimital,Widespread,Least concern
